PacketNum,PacketNumLogged,Pitch,Roll,Yaw,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,IMUTemp,HPSTemp,EXTTemp,BATTemp,PMTTemp,gpsPacketNums,gpsTimes,gpsLats,gpsLongs,gpsSpeeds,gpsAngles,gpsAlts,gpsSatNums,gpsLatErrs,gpsLongErrs,gpsAltErrs,gpsClkBiases,gpsClkDrifts,gpsTimeErrs,UTCDateTime
4396,1879,37.012,-48.639,98.608,-0.2157463,-0.6668522,9.95374975,-3.7,1.2,-0.6,-113,1057,2494,27.71,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4396,739056.236412037,34.664747,-88.1627261666667,0.413612976,34.77,125.6,11,6.7,6.1,13,-660198,-606.446,21,19-Jun-2023 05:40:26
4397,1880,36.989,-48.631,98.617,-0.18632635,-0.67665885,10.002783,-3,2.7,-1.1,-156,1072,2494,27.69,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4397,739056.236423611,34.6647423333333,-88.1627261666667,0.17748318,35.21,127.3,11,6.7,6,13,-660801,-606.392,21,19-Jun-2023 05:40:27
4398,1881,36.974,-48.628,98.64,-0.2353596,-0.6668522,9.99297635,-4.3,1.2,-1.3,-241,986,2508,27.7,-3.84149040043945,34.9681868333869,-3.84149040043945,-3.84149040043945,4398,739056.236435185,34.6647363333333,-88.1627263333333,0.467629596,35.65,129.1,11,6.8,6,13,-661403,-606.392,21,19-Jun-2023 05:40:28
4399,1882,36.972,-48.66,98.622,-0.22555295,-0.7060788,9.93413645,-3.9,2.9,-1.4,-184,1072,2508,27.71,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4399,739056.236446759,34.6647331666667,-88.1627313333333,0.101859912,36.09,131.7,10,6.9,5.9,13,-662003,-605.835,21,19-Jun-2023 05:40:29
4400,1883,36.958,-48.65,98.626,-0.20593965,-0.6668522,9.99297635,-2.8,2,-1.9,-149,1093,2487,27.72,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4400,739056.236458333,34.6647298333333,-88.16273,0.513929556,36.53,132.6,11,6.9,5.8,13,-662608,-606.29,21,19-Jun-2023 05:40:30
4401,1884,36.94,-48.646,98.632,-0.2157463,-0.6864655,10.01258965,-3.9,2.1,-1.8,-198,1057,2508,27.76,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4401,739056.236469907,34.6647313333333,-88.1627266666667,0.79224376,36.97,135.1,11,6.9,5.7,13,-663209,-605.967,21,19-Jun-2023 05:40:31
4402,1885,36.927,-48.678,98.636,-0.2549729,-0.69627215,9.95374975,-4.2,3.4,-2.2,-134,993,2501,27.75,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4402,739056.236481481,34.6647295,-88.1627253333333,0.289631972,37.41,136,11,6.9,5.7,13,-663813,-606.119,21,19-Jun-2023 05:40:32
4403,1886,36.898,-48.684,98.638,-0.2157463,-0.69627215,9.97336305,-3,0.4,-3.3,-120,1065,2446,27.75,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4403,739056.236493056,34.6647283333333,-88.162727,0.430075184,37.85,137.1,10,6.9,5.6,13,-664417,-606.228,21,19-Jun-2023 05:40:33
4404,1887,36.878,-48.673,98.645,-0.20593965,-0.65704555,10.01258965,-2.5,4,-2.9,-156,1029,2508,27.77,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4404,739056.23650463,34.6647281666667,-88.1627298333333,0.139928768,38.29,139,10,6.8,5.5,13,-665018,-605.937,21,19-Jun-2023 05:40:34
4405,1888,36.871,-48.682,98.636,-0.20593965,-0.65704555,9.95374975,-4.9,0.2,-3.2,-184,1115,2508,27.75,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4405,739056.236516204,34.6647266666667,-88.1627335,0.108547684,38.73,140.6,11,6.7,5.5,13,-665621,-605.727,21,19-Jun-2023 05:40:35
4406,1889,36.867,-48.659,98.617,-0.20593965,-0.67665885,10.05181625,-2.6,4,-3.1,-191,1150,2515,27.79,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4406,739056.236527778,34.6647248333333,-88.162734,0.151246536,39.17,141.3,11,6.7,5.4,13,-666226,-606.003,21,19-Jun-2023 05:40:36
4407,1890,36.854,-48.644,98.621,-0.22555295,-0.6668522,9.99297635,-3.1,-0.8,-3.1,-184,1115,2508,27.78,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4407,739056.236539352,34.6647241666667,-88.1627351666667,0.022635536,39.61,143,12,6.6,5.5,13,-666828,-605.604,21,19-Jun-2023 05:40:37
4408,1891,36.852,-48.635,98.625,-0.22555295,-0.65704555,10.0223963,-3.6,4.6,-1.9,-170,1057,2535,27.79,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4408,739056.236550926,34.6647226666667,-88.1627376666667,0.064819944,40.05,144.3,12,6.5,5.5,13,-667432,-605.602,21,19-Jun-2023 05:40:38
4409,1892,36.866,-48.645,98.606,-0.2353596,-0.67665885,9.95374975,-4.6,0.4,-2,-255,1115,2494,27.79,-3.84149040043945,35.1652094807704,-3.84149040043945,-3.84149040043945,4409,739056.2365625,34.6647213333333,-88.1627398333333,0.216580924,40.49,145.5,12,6.5,5.5,14,-668036,-605.569,21,19-Jun-2023 05:40:39
4410,1893,36.882,-48.636,98.579,-0.20593965,-0.67665885,9.9831697,-1.9,3.3,-1.3,-227,1143,2494,27.8,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4410,739056.236574074,34.6647246666667,-88.1627366666667,1.171388988,40.93,146.6,12,6.5,5.5,14,-668640,-605.687,21,19-Jun-2023 05:40:40
4411,1894,36.883,-48.622,98.569,-0.22555295,-0.71588545,10.03220295,-3.3,1.4,-0.8,-220,1165,2542,27.81,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4411,739056.236585648,34.6647321666667,-88.16273,1.2732489,41.49,148,12,6.5,5.6,14,-669244,-605.828,21,19-Jun-2023 05:40:41
4412,1895,36.883,-48.616,98.588,-0.2353596,-0.6668522,10.002783,-4.6,1.9,-0.1,-142,1086,2508,27.82,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4412,739056.236597222,34.6647336666667,-88.1627281666667,0.034467748,41.39,148.8,12,6.5,5.6,14,-669849,-605.883,21,19-Jun-2023 05:40:42
4413,1896,36.893,-48.608,98.575,-0.20593965,-0.69627215,9.99297635,-2.6,2.6,0.1,-234,1108,2459,27.81,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4413,739056.236608796,34.6647365,-88.1627268333333,0.804075972,41.28,149.1,12,6.4,5.6,14,-670456,-606.178,21,19-Jun-2023 05:40:43
4414,1897,36.888,-48.61,98.582,-0.20593965,-0.67665885,9.95374975,-3.4,0.5,-0.4,-213,1072,2521,27.83,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4414,739056.23662037,34.6647405,-88.1627248333333,0.36782746,51.53,149,12,6.4,5.6,14,-671062,-606.457,21,19-Jun-2023 05:40:44
4415,1898,36.889,-48.623,98.584,-0.22555295,-0.6864655,9.9831697,-4,4.1,-0.3,-156,1057,2521,27.83,-3.84149040043945,35.1432618601286,-3.84149040043945,-3.84149040043945,4415,739056.236631944,34.6647426666667,-88.1627256666667,0.149703204,61.79,148.9,12,6.4,5.6,14,-671669,-606.749,21,19-Jun-2023 05:40:45
4416,1899,36.883,-48.629,98.595,-0.22555295,-0.6668522,9.95374975,-4.1,0.5,-1.2,-113,1100,2494,27.85,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4416,739056.236643519,34.6647438333333,-88.1627278333333,0.055045508,72.04,149.2,12,6.4,5.7,14,-672274,-606.751,21,19-Jun-2023 05:40:46
4417,1900,36.882,-48.623,98.59,-0.196133,-0.65704555,9.97336305,-2.1,3.5,-1.4,-220,1036,2473,27.85,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4417,739056.236655093,34.6647446666667,-88.162732,0.0514444,82.29,150.3,12,6.3,5.7,14,-672878,-606.606,21,19-Jun-2023 05:40:47
4418,1901,36.885,-48.634,98.573,-0.22555295,-0.69627215,9.9635564,-4.2,0.6,-1.8,-234,1122,2501,27.85,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4418,739056.236666667,34.664746,-88.162736,0.011317768,92.55,151.5,12,6.3,5.7,14,-673482,-606.361,21,19-Jun-2023 05:40:48
4419,1902,36.885,-48.648,98.564,-0.2157463,-0.67665885,9.9635564,-3.5,3.7,-1.6,-184,1043,2466,27.87,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4419,739056.236678241,34.6647475,-88.1627376666667,0.084368816,102.8,151.8,12,6.3,5.7,14,-674087,-606.451,21,19-Jun-2023 05:40:49
4420,1903,36.849,-48.642,98.593,-0.22555295,-0.6864655,10.002783,-2.8,0.8,-2.4,-170,986,2535,27.87,-3.84149040043945,35.1213283459336,-3.84149040043945,-3.84149040043945,4420,739056.236689815,34.6647486666667,-88.162739,0.08231104,113.06,151.8,12,6.3,5.7,14,-674693,-606.863,21,19-Jun-2023 05:40:50
4421,1904,36.845,-48.639,98.589,-0.22555295,-0.67665885,10.002783,-3.4,2.8,-2.3,-213,1057,2494,27.87,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4421,739056.236701389,34.6647496666667,-88.1627423333333,0.041669964,123.31,152.5,12,6.3,5.7,14,-675297,-606.795,21,19-Jun-2023 05:40:51
4422,1905,36.837,-48.644,98.592,-0.2353596,-0.67665885,9.99297635,-4.3,2.2,-2.3,-170,1057,2508,27.9,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4422,739056.236712963,34.6647501666667,-88.1627441666667,0.093114364,133.56,153,12,6.3,5.8,14,-675902,-606.796,21,19-Jun-2023 05:40:52
4423,1906,36.828,-48.65,98.583,-0.2157463,-0.6864655,9.97336305,-3,1.7,-2.6,-177,1093,2515,27.9,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4423,739056.236724537,34.6647505,-88.1627445,0.20063316,143.82,152.6,10,6.3,5.8,14,-676509,-607.184,21,19-Jun-2023 05:40:53
4424,1907,36.784,-48.663,98.563,-0.1372931,-0.75511205,10.01258965,-2.6,2.7,-2.5,-205,1065,2473,27.87,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4424,739056.236736111,34.6647498333333,-88.1627483333333,0.03601108,154.07,153.4,11,6.3,5.8,14,-677114,-607.182,21,19-Jun-2023 05:40:54
4425,1908,36.81,-48.671,98.538,-0.2353596,-0.65704555,9.9439431,-4.3,1.5,-2.1,-248,1122,2487,27.91,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4425,739056.236747685,34.6647485,-88.1627513333333,0.43984962,164.32,153.6,10,6.3,5.9,14,-677721,-607.629,21,19-Jun-2023 05:40:55
4426,1909,36.824,-48.688,98.504,-0.20593965,-0.6864655,9.9439431,-3.2,3.1,-2,-191,1165,2542,27.91,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4426,739056.236759259,34.6647485,-88.1627525,0.199604272,174.58,153.1,11,6.4,5.9,14,-678329,-607.729,21,19-Jun-2023 05:40:56
4427,1910,36.826,-48.663,98.505,-0.2353596,-0.67665885,10.0223963,-2.8,0.7,-1.9,-205,1136,2515,27.92,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4427,739056.236770833,34.6647483333333,-88.1627543333333,0.253620892,184.83,152.7,11,6.5,5.9,14,-678935,-607.605,21,19-Jun-2023 05:40:57
4428,1911,36.853,-48.657,98.487,-0.22555295,-0.6472389,9.97336305,-3.6,3.3,-1.1,-276,1093,2487,27.9,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4428,739056.236782407,34.664745,-88.1627575,0.384804112,195.09,152.7,11,6.6,6,14,-679541,-607.319,21,19-Jun-2023 05:40:58
4429,1912,36.864,-48.636,98.477,-0.20593965,-0.6668522,10.0223963,-4.4,1.1,-1,-248,1165,2473,27.93,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4429,739056.236793982,34.6647411666667,-88.1627605,0.245904232,205.34,152.9,11,6.7,6,14,-680146,-607.164,21,19-Jun-2023 05:40:59
4430,1913,36.891,-48.638,98.454,-0.22555295,-0.6668522,9.9439431,-2.5,2.7,-0.6,-241,1129,2494,27.92,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4430,739056.236805556,34.6647401666667,-88.162763,0.150732092,215.59,152.8,11,6.7,6.1,14,-680752,-607.022,21,19-Jun-2023 05:41:00
4431,1914,36.878,-48.635,98.461,-0.18632635,-0.6864655,9.9831697,-3.4,1.4,-0.4,-163,1093,2459,27.95,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4431,739056.23681713,34.6647361666667,-88.1627666666667,0.145587652,225.85,152.7,11,6.8,6.1,14,-681358,-606.99,21,19-Jun-2023 05:41:01
4432,1915,36.886,-48.625,98.468,-0.22555295,-0.6668522,10.002783,-4.2,2.5,0,-227,1086,2521,27.93,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4432,739056.236828704,34.664733,-88.1627696666667,0.233043132,236.1,153.5,11,6.8,6.2,14,-681962,-606.639,21,19-Jun-2023 05:41:02
4433,1916,36.877,-48.623,98.48,-0.2157463,-0.69627215,9.99297635,-3.3,1.8,-0.1,-191,1079,2556,27.94,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4433,739056.236840278,34.6647303333333,-88.1627703333333,0.104946576,246.35,152.9,11,6.8,6.3,14,-682570,-606.68,21,19-Jun-2023 05:41:03
4434,1917,36.861,-48.627,98.503,-0.2157463,-0.67665885,9.9635564,-3.1,1.7,-0.5,-213,986,2535,27.97,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4434,739056.236851852,34.6647306666667,-88.162775,0.377601896,256.61,153.2,12,6.8,6.4,14,-683175,-606.353,21,19-Jun-2023 05:41:04
4435,1918,36.865,-48.644,98.505,-0.2157463,-0.6668522,9.93413645,-4.1,2.3,-0.5,-184,1029,2439,27.98,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4435,739056.236863426,34.664731,-88.1627783333333,0.20834982,266.86,153.1,12,6.8,6.4,13,-683781,-606.17,21,19-Jun-2023 05:41:05
4436,1919,36.845,-48.636,98.541,-0.22555295,-0.6472389,9.99297635,-3.8,1.7,-1.3,-106,1007,2473,27.96,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4436,739056.236875,34.6647278333333,-88.1627861666667,0.702730504,277.11,153.8,12,6.9,6.4,13,-684385,-605.806,21,19-Jun-2023 05:41:06
4437,1920,36.822,-48.625,98.552,-0.196133,-0.67665885,10.002783,-2.3,2.1,-2,-156,1057,2508,27.97,-3.84149040043945,35.1432618601286,-3.84149040043945,-3.84149040043945,4437,739056.236886574,34.6647233333333,-88.1627926666667,0.524218436,287.37,154.7,12,7,6.4,13,-684989,-605.548,21,19-Jun-2023 05:41:07
4438,1921,36.821,-48.633,98.551,-0.2353596,-0.6668522,9.9635564,-3.8,1.8,-2.4,-205,1050,2528,27.97,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4438,739056.236898148,34.66472,-88.1627995,0.397665212,297.62,155.8,11,7,6.4,13,-685593,-605.354,21,19-Jun-2023 05:41:08
4439,1922,36.818,-48.654,98.539,-0.2157463,-0.6668522,9.9439431,-3.9,2.7,-2.8,-191,1065,2542,27.99,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4439,739056.236909722,34.6647141666667,-88.1628053333333,0.7459438,307.88,156.3,12,7.1,6.4,14,-686199,-605.336,21,19-Jun-2023 05:41:09
4440,1923,36.798,-48.643,98.549,-0.2157463,-0.65704555,10.002783,-2.9,1.8,-3.3,-113,1086,2521,27.98,-3.84149040043945,35.0994089155666,-3.84149040043945,-3.84149040043945,4440,739056.236921296,34.6647118333333,-88.1628108333333,0.626592792,318.13,156.2,12,7.1,6.4,13,-686806,-605.438,21,19-Jun-2023 05:41:10
4441,1924,36.788,-48.653,98.545,-0.2353596,-0.67665885,9.97336305,-3.2,2.4,-3.4,-149,1065,2528,28,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4441,739056.23693287,34.6647106666667,-88.1628161666667,0.405381872,328.38,157,12,7,6.4,13,-687410,-605.18,21,19-Jun-2023 05:41:11
4442,1925,36.782,-48.662,98.523,-0.20593965,-0.6864655,9.99297635,-4.3,2.4,-3.5,-234,1093,2501,28.02,-3.84149040043945,35.0994089155666,-3.84149040043945,-3.84149040043945,4442,739056.236944444,34.6647073333333,-88.162819,0.2829442,338.64,157.3,12,6.9,6.4,13,-688016,-605.056,21,19-Jun-2023 05:41:12
4443,1926,36.779,-48.657,98.503,-0.196133,-0.65704555,9.9831697,-3.2,2,-3.6,-205,1122,2487,28.03,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4443,739056.236956018,34.6647036666667,-88.162825,0.7845271,348.89,157.3,12,6.8,6.4,13,-688623,-605.379,21,19-Jun-2023 05:41:13
4444,1927,36.762,-48.675,98.471,-0.1765197,-0.7256921,9.97336305,-2.8,2.4,-3.1,-191,1136,2528,28.02,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4444,739056.236967593,34.6647,-88.1628325,0.543767308,322.41,158.2,12,6.7,6.4,13,-689227,-605.019,21,19-Jun-2023 05:41:14
4445,1928,36.756,-48.683,98.445,-0.20593965,-0.7256921,10.01258965,-4,2,-2.7,-198,1143,2466,28.02,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4445,739056.236979167,34.6646948333333,-88.1628403333333,0.587495048,295.92,159.4,12,6.6,6.4,13,-689831,-604.741,21,19-Jun-2023 05:41:15
4446,1929,36.783,-48.686,98.413,-0.2353596,-0.6668522,9.9635564,-3.6,2.3,-2.4,-191,1193,2501,28.03,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4446,739056.236990741,34.6646901666667,-88.1628433333333,0.467629596,269.43,161.8,12,6.5,6.4,13,-690431,-603.914,21,19-Jun-2023 05:41:16
4447,1930,36.787,-48.695,98.382,-0.20593965,-0.71588545,9.97336305,-2.9,1.8,-2.1,-213,1172,2521,28.02,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4447,739056.237002315,34.6646745,-88.1628485,2.098417076,242.95,162.8,12,6.5,6.5,13,-691037,-604.447,21,19-Jun-2023 05:41:17
4448,1931,36.791,-48.688,98.37,-0.196133,-0.6668522,9.99297635,-3.6,2.6,-1.7,-163,1165,2515,28.05,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4448,739056.237013889,34.6646593333333,-88.1628508333333,1.331381072,243.6,164.8,12,6.6,6.5,13,-691640,-604.201,21,19-Jun-2023 05:41:18
4449,1932,36.808,-48.675,98.355,-0.196133,-0.6472389,9.9831697,-3.9,1.8,-1.4,-191,1208,2528,28.03,-3.84149040043945,35.0994089155666,-3.84149040043945,-3.84149040043945,4449,739056.237025463,34.6646526666667,-88.16286,1.02117134,244.26,166.9,12,6.8,6.6,13,-692241,-603.672,21,19-Jun-2023 05:41:19
4450,1933,36.836,-48.66,98.343,-0.2549729,-0.65704555,9.99297635,-3.1,2.4,-1.5,-170,1172,2466,28.06,-3.84149040043945,35.0994089155666,-3.84149040043945,-3.84149040043945,4450,739056.237037037,34.66465,-88.1628705,0.59932726,244.91,169.9,12,6.8,6.6,14,-692840,-602.787,21,19-Jun-2023 05:41:20
4451,1934,36.853,-48.644,98.336,-0.22555295,-0.6472389,9.9831697,-3.3,1.6,-1.2,-227,1143,2494,28.04,-3.84149040043945,35.0994089155666,-3.84149040043945,-3.84149040043945,4451,739056.237048611,34.6646466666667,-88.1628766666667,0.156390976,245.56,171.5,12,6.8,6.7,14,-693443,-602.813,21,19-Jun-2023 05:41:21
4452,1935,36.85,-48.632,98.338,-0.20593965,-0.67665885,10.0223963,-4,2.5,-1,-213,1115,2508,28.06,-3.84149040043945,35.1432618601286,-3.84149040043945,-3.84149040043945,4452,739056.237060185,34.6646441666667,-88.1628818333333,0.30094974,246.21,173.5,12,6.8,6.7,14,-694044,-602.582,21,19-Jun-2023 05:41:22
4453,1936,36.873,-48.632,98.323,-0.2745862,-0.7060788,9.99297635,-3.4,1.8,-0.9,-220,1136,2459,28.06,-3.84149040043945,35.033734901996,-3.84149040043945,-3.84149040043945,4453,739056.237071759,34.6646428333333,-88.162888,0.41412742,246.87,175,12,6.9,6.8,14,-694646,-602.639,21,19-Jun-2023 05:41:23
4454,1937,36.893,-48.618,98.312,-0.2353596,-0.6668522,9.99297635,-3,2,-0.7,-269,1129,2480,28.06,-3.84149040043945,34.9681868333869,-3.84149040043945,-3.84149040043945,4454,739056.237083333,34.6646403333333,-88.1628961666667,0.804590416,247.52,177.7,12,7,6.9,14,-695245,-602.107,21,19-Jun-2023 05:41:24
4455,1938,36.892,-48.622,98.309,-0.2157463,-0.6864655,9.9831697,-4,2,-0.9,-184,1115,2480,28.05,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4455,739056.237094907,34.6646361666667,-88.1629023333333,0.568975064,248.17,179.9,12,6.9,6.9,14,-695846,-601.88,21,19-Jun-2023 05:41:25
4456,1939,36.898,-48.623,98.299,-0.2157463,-0.67665885,9.97336305,-3.5,1.9,-1.1,-184,1143,2466,28.08,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4456,739056.237106481,34.6646331666667,-88.1629045,0.452196276,248.83,182.3,12,6.8,6.9,14,-696446,-601.672,21,19-Jun-2023 05:41:26
4457,1940,36.9,-48.605,98.298,-0.22555295,-0.6668522,10.01258965,-2.8,2.2,-1.5,-227,1129,2535,28.08,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4457,739056.237118056,34.6646351666667,-88.1629013333333,0.25207756,249.48,181.8,10,6.6,6.8,14,-697052,-602.303,21,19-Jun-2023 05:41:27
4458,1941,36.906,-48.638,98.266,-0.196133,-0.6864655,9.9047165,-3.6,2,-1.8,-163,1165,2473,28.06,-3.84149040043945,35.1213283459336,-3.84149040043945,-3.84149040043945,4458,739056.23712963,34.6646348333333,-88.1629038333333,0.320498612,250.13,184.6,12,6.5,6.8,14,-697651,-601.88,21,19-Jun-2023 05:41:28
4459,1942,36.906,-48.653,98.253,-0.2157463,-0.6668522,9.9439431,-3.7,2.2,-2.4,-191,1108,2487,28.1,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4459,739056.237141204,34.6646351666667,-88.162903,0.5015829,250.79,186.2,11,6.4,6.8,14,-698252,-601.924,21,19-Jun-2023 05:41:29
4460,1943,36.884,-48.641,98.257,-0.2157463,-0.67665885,10.01258965,-2.6,1.8,-3.1,-191,1093,2515,28.11,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4460,739056.237152778,34.6646341666667,-88.1629025,0.273169764,251.44,189.7,10,6.3,6.9,14,-698848,-601.541,21,19-Jun-2023 05:41:30
4461,1944,36.882,-48.631,98.235,-0.2157463,-0.6864655,10.0223963,-3.1,2.6,-3,-213,1172,2494,28.11,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4461,739056.237164352,34.6646296666667,-88.1629048333333,0.542223976,252.09,194,10,6.3,7,15,-699443,-600.987,21,19-Jun-2023 05:41:31
4462,1945,36.903,-48.646,98.194,-0.2157463,-0.65704555,9.93413645,-4.1,1.7,-3,-234,1193,2446,28.11,-3.84149040043945,35.0994089155666,-3.84149040043945,-3.84149040043945,4462,739056.237175926,34.6646248333333,-88.1629091666667,0.500554012,252.74,199.2,11,6.3,7.2,15,-700035,-600.048,21,19-Jun-2023 05:41:31
4463,1946,36.919,-48.643,98.161,-0.2157463,-0.65704555,9.9635564,-2.6,2.3,-2.9,-205,1208,2473,28.11,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4463,739056.2371875,34.6646188333333,-88.1629116666667,0.415156308,253.4,206.2,11,6.3,7.4,15,-700622,-598.529,21,19-Jun-2023 05:41:33
4464,1947,36.954,-48.732,98.067,-0.4511059,-0.99047165,9.9831697,-2.6,2.5,-2.3,-191,1236,2432,28.11,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4464,739056.237199074,34.6646138333333,-88.1629218333333,0.900791444,254.05,212.4,11,6.2,7.5,15,-701211,-597.867,21,19-Jun-2023 05:41:34
4465,1948,36.946,-48.72,98.065,-0.22555295,-0.69627215,10.03220295,-4.4,1.3,-1.8,-163,1193,2473,28.12,-3.84149040043945,35.0118715817518,-3.84149040043945,-3.84149040043945,4465,739056.237210648,34.6646111666667,-88.162934,0.7973882,254.7,218.6,11,6.2,7.5,15,-701800,-597.446,21,19-Jun-2023 05:41:35
4466,1949,36.988,-48.717,98.023,-0.2157463,-0.6472389,9.9439431,-3,3.2,-1,-241,1258,2480,28.13,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4466,739056.237222222,34.664614,-88.1629338333333,0.157419864,255.36,219.8,10,6.2,7.5,15,-702403,-597.839,21,19-Jun-2023 05:41:36
4467,1950,36.985,-48.706,98.025,-0.2157463,-0.67665885,9.97336305,-2.8,0.6,-0.9,-163,1193,2515,28.14,-3.84149040043945,34.9900222329892,-3.84149040043945,-3.84149040043945,4467,739056.237233796,34.6646175,-88.1629348333333,0.561772848,256.01,220.4,10,6.2,7.5,15,-703006,-598.604,21,19-Jun-2023 05:41:37
4468,1951,36.999,-48.715,97.994,-0.196133,-0.6864655,9.9635564,-3.7,3.6,-0.7,-262,1179,2487,28.13,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4468,739056.23724537,34.6646193333333,-88.1629386666667,0.5015829,256.66,218.5,10,6.2,7.5,15,-703617,-600.353,21,19-Jun-2023 05:41:38
4469,1952,37.016,-48.704,97.985,-0.24516625,-0.65704555,9.97336305,-3.8,0.7,-1.4,-205,1208,2473,28.15,-3.84149040043945,35.0994089155666,-3.84149040043945,-3.84149040043945,4469,739056.237256944,34.6646208333333,-88.1629346666667,0.343134148,257.31,217.2,10,6.2,7.5,16,-704226,-601.472,21,19-Jun-2023 05:41:39
4470,1953,37.02,-48.689,97.965,-0.20593965,-0.6668522,10.002783,-2.5,3.3,-2,-220,1179,2446,28.18,-3.84149040043945,35.0775035464589,-3.84149040043945,-3.84149040043945,4470,739056.237268519,34.6646241666667,-88.1629346666667,0.40383854,257.97,216.5,9,6.1,7.5,16,-704833,-602.234,21,19-Jun-2023 05:41:40
4471,1954,37.034,-48.707,97.932,-0.2353596,-0.69627215,9.9439431,-3.9,1.7,-1.9,-234,1193,2446,28.18,-3.84149040043945,35.0556122160917,-3.84149040043945,-3.84149040043945,4471,739056.237280093,34.664629,-88.1629376666667,0.4629996,258.62,215.5,9,6.1,7.4,16,-705442,-602.951,21,19-Jun-2023 05:41:41
4472,1955,37.034,-48.712,97.919,-0.2157463,-0.6668522,9.9635564,-4.1,2,-2,-142,1229,2521,28.17,-3.84149040043945,35.1213283459336,-3.84149040043945,-3.84149040043945,4472,739056.237291667,34.6646326666667,-88.1629406666667,0.373486344,259.27,215.9,9,6,7.3,16,-706046,-602.996,21,19-Jun-2023 05:41:42
